Image,Memory_Bytes
3.611716555971732,334469
2.067640873374037,334353
4.349016755095153,334319
6.055904322987676,334408
4.1449624865968016,334381
6.182614063016338,334446
3.123243686973627,334458
-2.2151120298025333,334481
4.511039716564397,333850
1.575052158852305,334447
2.613861139188719,334314
0.3686390761484954,334282
0.2110160952102475,334423
6.599685249408811,334267
2.0414418818779367,334414
4.195424320126087,334380
-3.7052527830987128,334174
0.0759798833220664,334225
-4.1915761534041405,334234
2.6833713924803373,334454
1.771834559373065,334329
-4.105661318696761,334110
-2.759452759440117,334237
0.4769096523894447,333864
-5.93673506358778,334325
-2.1101800854021526,334443
-2.5111014132380447,334132
5.213998886507342,334497
5.293647025242521,334318
-3.834381876355223,334291
-4.57521767289373,334188
-5.196329951830737,334389
4.678045313545134,334488
-4.620157427653759,334422
4.975154334207808,334513
5.724066689402935,334377
4.948381274234654,334092
3.793046491638489,334400
3.966722230275881,334387
5.707321403118151,334503
2.933288393673058,334420
2.253720021002332,334430
-3.6467516126183934,334321
0.8823922533730428,334390
-0.4718539056335604,334311
-2.794423029099816,334508
2.3288324087827714,334519
-3.388066131288776,334025
0.4926139331178341,334136
0.7008257721524274,334160
0.714644772478886,334457
9.793164949225286,334393
3.2471454508706525,334431
5.356756805396657,334200
3.548406593076461,334385
4.694690368282975,334227
0.90802516057615,333485
4.011551217730801,334115
4.787148174587729,334442
4.138848078432661,334309
6.089691286494876,334475
6.890723796209546,333535
6.345011985253604,334350
6.8586465133070185,334336
4.483944186196506,334411
4.376569505332277,334167
4.792131828895364,334438
0.939664795926438,334167
-2.326731293927427,334406
-3.418735176117144,334414
5.938605903564756,334373
0.886516561673508,334292
3.318179327149497,334219
4.957110875326391,334441
5.606688291468444,334527
4.387114473276956,334328
5.311114153024109,334398
2.089039214277044,334531
0.3000810325694871,334324
0.503851777797232,334369
-1.1541097224671564,334293
-0.4772801678893588,334369
0.0429865050759374,334375
-3.4719205100095687,334130
-0.7999955113312103,334253
1.1144832348032292,334385
4.973250445248823,334193
6.387958879306927,334543
0.8442160308181403,334303
5.874973661651939,334423
2.168409199730581,334480
1.5999239084400134,334195
1.9297520233466248,334021
3.514672689693416,333298
1.4029435225159368,334336
-1.3197057405050394,334207
-0.1063407443341599,334194
-4.003106470532598,334265
-4.060520549210626,334276
-3.89177094251138,334284
3.778863064940932,334069
-2.3917425805469925,334117
-2.946823783280294,334225
